a_points,b_points,a_offense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_offense_pass_yards,a_incomplete_pass,b_incomplete_pass,a_penalty_yards,b_penalty_yards,b_home
0.15735805389905724,-0.1645169400654552,0.0018379694139951496,-0.000167878161270808,0.0021388173750784083,-0.0005308673105024036,0.022287298432975625,0.002956691127515025,-0.005697414477410367,0.009251300755529072,-0.5146877917113056
