a_points,b_points,a_offense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_offense_pass_yards,a_incomplete_pass,b_incomplete_pass,a_penalty_yards,b_penalty_yards,b_home
0.1608397015785943,-0.1621584453637561,0.0018016137228923526,-0.0007252586986040184,0.0022750207839276676,-0.0014603509104094505,0.022923059297219047,-0.0056174844229284395,-0.0022716454596228004,0.009288042271097991,-0.4334464662083114
